Cihlář Jiří ;[2010, 2014, 2018];['Strana Práv Občanů ZEMANOVCI', 'Strana Práv Občanů', 'Komunistická str.Čech a Moravy'];['564', '114', '957'];['6.04', '5.65', '2.65'];['1', '2', '7'];['-', '-', '-'];['54', '58', '62'];['NO', 'NO', 'NO'];1
Cihlář Jiří;[2010];['Strana Práv Občanů ZEMANOVCI'];['246'];['2.63'];['10'];['-'];['28'];['NO'];0
Coufal Pavel;[2010];['Suverenita-blok J.Bobošíkové'];['553'];['2.32'];['39'];['-'];['31'];['NO'];0
Cvrček Vladimír ;[2010, 2014, 2018];['Liberec občanům', 'Starostové pro Liberecký kraj', 'Starostové pro Liberecký kraj'];['3730', '4412', '9286'];['2.28', '2.55', '2.43'];['31', '19', '33'];['25', '11', '17'];['71', '75', '79'];['NO', 'NO', 'NO'];1
Čermák Rudolf;[2010];['Strana Práv Občanů ZEMANOVCI'];['219'];['2.34'];['24'];['-'];['45'];['NO'];0
Černý Petr ;[2010];['Věci veřejné'];['4104'];['4.64'];['1'];['1'];['36'];['YES'];1
Činčera Jan  ;[2010, 2014];['Změna pro Liberec', 'Změna pro Liberec'];['6345', '6642'];['2.52', '2.50'];['25', '27'];['15', '15'];['37', '41'];['NO', 'NO'];1
Čižmár Jaroslav;[2010];['Věci veřejné'];['2146'];['2.42'];['24'];['21'];['35'];['NO'];0
Diatka Pavel;[2010];['Demokratická regionální strana'];['1286'];['2.70'];['4'];['-'];['39'];['NO'];0
Dlouhý Michal ;[2010];['Unie pro sport a zdraví'];['2838'];['3.35'];['7'];['1'];['48'];['NO'];1
Dobeš Albín ;[2010];['SOS - Liberecký zastupitel'];['710'];['1.63'];['38'];['-'];['66'];['NO'];1
Dohnal František;[2010];['Věci veřejné'];['1962'];['2.21'];['31'];['28'];['70'];['NO'];0
Doležalová Halina ;[2010, 2014, 2018];['Změna pro Liberec', 'Změna pro Liberec', 'Změna pro Liberec'];['6834', '6874', '4271'];['2.72', '2.58', '2.70'];['18', '16', '12'];['8', '4', '6'];['44', '48', '52'];['NO', 'NO', 'NO'];1
Drechsler Petr;[2010];['SOS - Liberecký zastupitel'];['856'];['1.96'];['33'];['-'];['39'];['NO'];0
Dunková Jana;[2010];['Demokratická regionální strana'];['1044'];['2.19'];['17'];['-'];['42'];['NO'];0
Duraj Miloslav;[2010];['Strana Práv Občanů ZEMANOVCI'];['243'];['2.60'];['35'];['-'];['51'];['NO'];0
Erlebach David;[2010, 2014];['Občanská demokratická strana', 'Občanská demokratická strana'];['5670', '1513'];['2.62', '2.87'];['22', '6'];['14', '2'];['26', '30'];['NO', 'NO'];0
Farkašová Zdeňka;[2010];['SOS - Liberecký zastupitel'];['819'];['1.88'];['34'];['-'];['55'];['NO'];0
Fialová Hana  ;[2010, 2014, 2018];['Změna pro Liberec', 'Změna pro Liberec', 'Změna pro Liberec'];['6172', '6269', '3848'];['2.45', '2.36', '2.43'];['26', '36', '31'];['16', '24', '25'];['51', '55', '59'];['NO', 'NO', 'NO'];1
Flegr Karel ;[2010];['Demokratická regionální strana'];['913'];['1.92'];['34'];['-'];['61'];['NO'];1
Fojtík Jan;[2010, 2014];['Česká str.sociálně demokrat.', 'Česká str.sociálně demokrat.'];['5269', '2545'];['2.57', '2.48'];['19', '27'];['12', '23'];['42', '46'];['NO', 'NO'];0
Francová Miroslava;[2010];['Suverenita-blok J.Bobošíkové'];['514'];['2.16'];['33'];['-'];['70'];['NO'];0
Freiwilligová Ivana;[2010];['Změna pro Liberec'];['6012'];['2.39'];['28'];['18'];['59'];['NO'];0
Frühbauer Jan;[2010];['Demokratická regionální strana'];['1094'];['2.30'];['18'];['-'];['63'];['NO'];0
Fryauf Ivan ;[2010];['Demokratická regionální strana'];['1009'];['2.12'];['28'];['-'];['52'];['NO'];1
Gardoňová Andrea ;[2010, 2014, 2018];['Liberec občanům', 'Starostové pro Liberecký kraj', 'Starostové pro Liberecký kraj'];['4280', '4454', '9718'];['2.62', '2.57', '2.54'];['11', '12', '22'];['5', '4', '6'];['42', '46', '50'];['NO', 'NO', 'NO'];1
Gärtnerová Eva;[2010, 2014];['Česká str.sociálně demokrat.', 'Liberec ještě žije'];['5145', '373'];['2.51', '2.28'];['25', '27'];['18', '-'];['73', '77'];['NO', 'NO'];0
Gaubic Vítězslav;[2010];['Strana Práv Občanů ZEMANOVCI'];['213'];['2.28'];['28'];['-'];['55'];['NO'];0
Gebrián Pavel;[2010];['SOS - Liberecký zastupitel'];['870'];['1.99'];['30'];['-'];['41'];['NO'];0
Gudasová Monika;[2010];['Demokratická regionální strana'];['1000'];['2.10'];['29'];['-'];['22'];['NO'];0
Hainz Jan;[2010];['Komunistická str.Čech a Moravy'];['2268'];['2.69'];['10'];['7'];['36'];['NO'];0
Hampl Tomáš ;[2010, 2014, 2018];['Občanská demokratická strana', 'Občanská demokratická strana', 'Občanská demokratická strana'];['5849', '1529', '2850'];['2.70', '2.90', '2.86'];['3', '7', '6'];['3', '1', '4'];['41', '45', '49'];['YES', 'NO', 'YES'];1
Hamrský Leoš;[2010];['Komunistická str.Čech a Moravy'];['2148'];['2.55'];['18'];['15'];['53'];['NO'];0
Hanáková Iva;[2010, 2014, 2018];['Komunistická str.Čech a Moravy', 'Komunistická str.Čech a Moravy', 'Komunistická str.Čech a Moravy'];['2139', '1484', '925'];['2.54', '2.54', '2.57'];['12', '20', '10'];['9', '18', '-'];['50', '54', '58'];['NO', 'NO', 'NO'];0
Hanke Martin ;[2010, 2014];['Česká str.sociálně demokrat.', 'Česká str.sociálně demokrat.'];['5315', '2789'];['2.59', '2.72'];['24', '7'];['17', '3'];['34', '38'];['NO', 'NO'];1
Hanzlová Lenka ;[2010];['Strana Práv Občanů ZEMANOVCI'];['330'];['3.53'];['6'];['-'];['48'];['NO'];1
Havelka Jiří;[2010];['SOS - Liberecký zastupitel'];['931'];['2.13'];['23'];['-'];['40'];['NO'];0
Havlová Jana;[2010];['SOS - Liberecký zastupitel'];['983'];['2.25'];['21'];['-'];['53'];['NO'];0
Hejkalová Věra;[2010];['Změna pro Liberec'];['6135'];['2.44'];['20'];['10'];['61'];['NO'];0
Hejral Vladimír;[2010];['Strana Práv Občanů ZEMANOVCI'];['301'];['3.22'];['7'];['-'];['57'];['NO'];0
Helšusová Tereza MgA.;[2010];['Liberec občanům'];['4337'];['2.65'];['23'];['17'];['32'];['NO'];0
Henych Petr ;[2010, 2014];['Změna pro Liberec', 'Změna pro Liberec'];['5631', '6368'];['2.24', '2.39'];['35', '35'];['25', '23'];['49', '53'];['NO', 'NO'];1
Hlava Stanislav;[2010];['Změna pro Liberec'];['6190'];['2.46'];['21'];['11'];['48'];['NO'];0
Hornová Harasová Ludmila;[2010];['Věci veřejné'];['2041'];['2.30'];['30'];['27'];['48'];['NO'];0
Hoření Karina ;[2010];['Demokratická regionální strana'];['922'];['1.94'];['39'];['-'];['25'];['NO'];1
Hoření Vladimíra ;[2010];['Demokratická regionální strana'];['1645'];['3.46'];['7'];['-'];['56'];['NO'];1
Hottková Šárka;[2010];['Demokratická regionální strana'];['1110'];['2.33'];['13'];['-'];['32'];['NO'];0
Hovorka Vít ;[2010];['Liberec občanům'];['3262'];['1.99'];['37'];['31'];['34'];['NO'];1
Hrbková Karolína ;[2010, 2014, 2018];['Změna pro Liberec', 'Změna pro Liberec', 'Změna pro Liberec'];['7153', '7372', '4720'];['2.84', '2.77', '2.99'];['6', '3', '2'];['8', '5', '3'];['29', '33', '37'];['YES', 'YES', 'YES'];1
Hýbnerová Helena;[2010];['Komunistická str.Čech a Moravy'];['2259'];['2.68'];['9'];['6'];['59'];['NO'];0
Chalupný František ;[2010, 2014, 2018];['Změna pro Liberec', 'Změna pro Liberec', 'Změna pro Liberec'];['6225', '6368', '3915'];['2.47', '2.39', '2.48'];['23', '34', '27'];['13', '22', '21'];['65', '69', '73'];['NO', 'NO', 'NO'];1
Chvála Vladislav ;[2010, 2014];['Změna pro Liberec', 'Změna pro Liberec'];['8052', '6190'];['3.20', '2.33'];['7', '39'];['4', '27'];['58', '62'];['YES', 'NO'];1
Jadrný Josef;[2010];['Změna pro Liberec'];['7050'];['2.80'];['9'];['9'];['53'];['YES'];0
Jakubec Pavel;[2010];['Věci veřejné'];['2391'];['2.70'];['13'];['10'];['36'];['NO'];0
Janečková Marie;[2010, 2014];['Suverenita-blok J.Bobošíkové', 'Úsvit přímé demokracie'];['582', '339'];['2.45', '2.34'];['19', '33'];['-', '-'];['61', '65'];['NO', 'NO'];0
Jedlička Lukáš;[2010];['Liberec občanům'];['3974'];['2.43'];['16'];['10'];['23'];['NO'];0
Jedounek Jiří;[2010];['Strana Práv Občanů ZEMANOVCI'];['222'];['2.37'];['13'];['-'];['24'];['NO'];0
Jech Vlastimil;[2010];['Komunistická str.Čech a Moravy'];['2040'];['2.42'];['31'];['28'];['71'];['NO'];0
Jeníkovský Tomáš;[2010];['SOS - Liberecký zastupitel'];['877'];['2.01'];['29'];['-'];['21'];['NO'];0
Jeništa Petr;[2010];['SOS - Liberecký zastupitel'];['1143'];['2.62'];['24'];['-'];['33'];['NO'];0
Jeništová Vlasta;[2010];['SOS - Liberecký zastupitel'];['819'];['1.88'];['37'];['-'];['59'];['NO'];0
Ježek Josef ;[2010, 2014];['Liberec občanům', 'KDU-ČSL a nezávislí'];['3974', '659'];['2.43', '2.74'];['15', '6'];['9', '-'];['64', '68'];['NO', 'NO'];1
Ježková Hana;[2010];['Suverenita-blok J.Bobošíkové'];['495'];['2.08'];['37'];['-'];['64'];['NO'];0
Jirsák Oldřich   ;[2010];['Změna pro Liberec'];['6011'];['2.39'];['39'];['29'];['63'];['NO'];1
Jonáš Jan;[2010, 2014, 2018];['Občanská demokratická strana', 'Občanská demokratická strana', 'Občanská demokratická strana'];['5411', '1184', '2417'];['2.50', '2.25', '2.42'];['27', '35', '33'];['19', '33', '29'];['28', '32', '36'];['NO', 'NO', 'NO'];0
Jungwirth Roman;[2010];['Unie pro sport a zdraví'];['1975'];['2.33'];['9'];['7'];['44'];['NO'];0
Karásek Petr;[2010];['SOS - Liberecký zastupitel'];['970'];['2.22'];['19'];['-'];['36'];['NO'];0
Kareisová Lucie ;[2010];['Unie pro sport a zdraví'];['1948'];['2.30'];['15'];['13'];['40'];['NO'];1
Karel Lukáš;[2010];['Strana Práv Občanů ZEMANOVCI'];['231'];['2.47'];['27'];['-'];['23'];['NO'];0
Karel Pavel;[2010];['Strana Práv Občanů ZEMANOVCI'];['239'];['2.56'];['11'];['-'];['55'];['NO'];0
Kašpar Dušan;[2010];['SOS - Liberecký zastupitel'];['958'];['2.20'];['16'];['-'];['56'];['NO'];0
Kašpar František;[2010];['Suverenita-blok J.Bobošíkové'];['515'];['2.16'];['32'];['-'];['60'];['NO'];0
Kašpar Roman;[2010];['Suverenita-blok J.Bobošíkové'];['635'];['2.67'];['6'];['-'];['34'];['NO'];0
Kašparová Hana MgA.;[2010, 2014];['Občanská demokratická strana', 'Občanská demokratická strana'];['5758', '1361'];['2.66', '2.58'];['19', '18'];['11', '16'];['31', '35'];['NO', 'NO'];0
Kašparová Helena;[2010];['Suverenita-blok J.Bobošíkové'];['556'];['2.34'];['20'];['-'];['57'];['NO'];0
Kašparová Jaroslava;[2010, 2018];['Občanská demokratická strana', 'ANO 2011'];['5384', '6551'];['2.49', '2.57'];['30', '14'];['22', '3'];['55', '63'];['NO', 'NO'];0
Kašuba Ivan;[2010];['Strana Práv Občanů ZEMANOVCI'];['308'];['3.30'];['4'];['-'];['54'];['NO'];0
Klare Jiří;[2010, 2014, 2018];['Česká str.sociálně demokrat.', 'Česká str.sociálně demokrat.', 'Česká str.sociálně demokrat.'];['4999', '2621', '649'];['2.44', '2.55', '2.57'];['32', '15', '15'];['25', '11', '-'];['41', '45', '49'];['NO', 'NO', 'NO'];0
Kleibl Libor ;[2010, 2014];['Unie pro sport a zdraví', 'PRO Sport a Zdraví'];['2022', '1166'];['2.38', '3.34'];['21', '2'];['18', '-'];['52', '56'];['NO', 'NO'];1
Kliková Monika;[2010, 2014];['Strana Práv Občanů ZEMANOVCI', 'Strana Práv Občanů'];['261', '64'];['2.79', '3.17'];['8', '8'];['-', '-'];['34', '38'];['NO', 'NO'];0
Klimková Jana ;[2010];['Demokratická regionální strana'];['1012'];['2.13'];['33'];['-'];['35'];['NO'];1
Klingerová Marie;[2010];['Demokratická regionální strana'];['1207'];['2.54'];['19'];['-'];['42'];['NO'];0
Knap Daniel;[2010];['Suverenita-blok J.Bobošíkové'];['571'];['2.40'];['22'];['-'];['19'];['NO'];0
Knapová Jaroslava;[2010];['Suverenita-blok J.Bobošíkové'];['665'];['2.79'];['9'];['-'];['41'];['NO'];0
Knéblová Simona;[2010];['Strana Práv Občanů ZEMANOVCI'];['216'];['2.31'];['33'];['-'];['36'];['NO'];0
Knespl Aleš;[2010];['Suverenita-blok J.Bobošíkové'];['562'];['2.36'];['23'];['-'];['33'];['NO'];0
Kocum Miroslav;[2010];['Unie pro sport a zdraví'];['1537'];['1.81'];['38'];['35'];['65'];['NO'];0
Köhlerová Marie;[2010];['Komunistická str.Čech a Moravy'];['2043'];['2.42'];['29'];['26'];['79'];['NO'];0
Kohout Ladislav;[2010, 2014, 2018];['Unie pro sport a zdraví', 'PRO Sport a Zdraví', 'Unie pro sport a zdraví'];['1777', '795', '1105'];['2.09', '2.28', '2.18'];['20', '11', '29'];['17', '-', '-'];['59', '63', '67'];['NO', 'NO', 'NO'];0
Kohoutová Taťana ;[2010];['Suverenita-blok J.Bobošíkové'];['672'];['2.82'];['21'];['-'];['53'];['NO'];1
Kolafa Martin ;[2010, 2018];['Unie pro sport a zdraví', 'Občanská demokratická strana'];['2063', '2921'];['2.43', '2.93'];['34', '10'];['31', '2'];['53', '61'];['NO', 'YES'];1
Kolář Jiří;[2010, 2014];['Demokratická regionální strana', 'Liberec ještě žije'];['1359', '574'];['2.86', '3.52'];['8', '3'];['-', '-'];['41', '45'];['NO', 'NO'];0
Kolocová Eva;[2010];['Občanská demokratická strana'];['5227'];['2.42'];['34'];['26'];['24'];['NO'];0
Kolomazník Milan;[2010];['Komunistická str.Čech a Moravy'];['2093'];['2.48'];['30'];['27'];['55'];['NO'];0
Königová Yveta;[2010];['SOS - Liberecký zastupitel'];['938'];['2.15'];['28'];['-'];['47'];['NO'];0
Konšelová Hana;[2010];['Občanská demokratická strana'];['5823'];['2.69'];['4'];['4'];['45'];['YES'];0
Kořínek Ladislav;[2010, 2014, 2018];['SOS - Liberecký zastupitel', 'Změna pro Liberec', 'Změna pro Liberec'];['1002', '6755', '4066'];['2.30', '2.54', '2.57'];['18', '19', '17'];['-', '7', '11'];['52', '56', '60'];['NO', 'NO', 'NO'];0
Kotlár Miroslav ;[2010];['Česká str.sociálně demokrat.'];['5411'];['2.64'];['16'];['9'];['37'];['NO'];1
Koudelka Jan;[2010];['Liberec občanům'];['3490'];['2.13'];['33'];['27'];['34'];['NO'];0
Koudelka Ondřej;[2010];['Suverenita-blok J.Bobošíkové'];['793'];['3.33'];['3'];['-'];['29'];['NO'];0
Koutecká Václava;[2010];['Suverenita-blok J.Bobošíkové'];['522'];['2.19'];['34'];['-'];['37'];['NO'];0
Koutenský Otakar ;[2010];['Občanská demokratická strana'];['5567'];['2.57'];['18'];['10'];['22'];['NO'];1
Kovář Zdeněk   ;[2010, 2014];['Liberec občanům', 'Starostové pro Liberecký kraj'];['3791', '3831'];['2.32', '2.21'];['32', '37'];['26', '29'];['80', '84'];['NO', 'NO'];1
Krákora Michal;[2010, 2014];['Strana Práv Občanů ZEMANOVCI', 'Strana Práv Občanů'];['258', '132'];['2.76', '6.54'];['9', '1'];['-', '-'];['30', '34'];['NO', 'NO'];0
Krebs Milan  ;[2010];['Unie pro sport a zdraví'];['2005'];['2.36'];['22'];['19'];['76'];['NO'];1
Křeček Štěpán;[2010];['Občanská demokratická strana'];['5641'];['2.61'];['17'];['9'];['21'];['NO'];0
Křížek Jiří ;[2010];['Změna pro Liberec'];['6805'];['2.70'];['17'];['7'];['31'];['NO'];1
Kubelka Karel;[2010];['Občanská demokratická strana'];['5620'];['2.60'];['24'];['16'];['35'];['NO'];0
Kubeš Jan  ;[2010, 2014, 2018];['Unie pro sport a zdraví', 'Změna pro Liberec', 'Liberec otevřený lidem - LOL!'];['2322', '6455', '1624'];['2.74', '2.43', '2.59'];['6', '31', '11'];['5', '19', '9'];['30', '34', '38'];['NO', 'NO', 'NO'];1
Kubr Zdeněk  ;[2010];['Věci veřejné'];['1937'];['2.19'];['38'];['35'];['54'];['NO'];1
Kučera Josef;[2010];['Česká str.sociálně demokrat.'];['4996'];['2.43'];['31'];['24'];['63'];['NO'];0
Kudrnová Jana;[2010];['Suverenita-blok J.Bobošíkové'];['761'];['3.20'];['4'];['-'];['49'];['NO'];0
Kühnel Jakub;[2010];['Suverenita-blok J.Bobošíkové'];['528'];['2.22'];['35'];['-'];['23'];['NO'];0
Kumpošt Miroslav;[2010];['SOS - Liberecký zastupitel'];['1075'];['2.47'];['26'];['-'];['50'];['NO'];0
Kvapilová Oldřiška;[2010];['Strana Práv Občanů ZEMANOVCI'];['216'];['2.31'];['34'];['-'];['57'];['NO'];0
Kvíčala Michal;[2010, 2014];['Občanská demokratická strana', 'Občanská demokratická strana'];['4764', '1318'];['2.20', '2.50'];['39', '17'];['31', '15'];['29', '33'];['NO', 'NO'];0
Kyselová Marcela;[2010];['Demokratická regionální strana'];['991'];['2.08'];['27'];['-'];['32'];['NO'];0
Kyščíková Agnesa;[2010];['Suverenita-blok J.Bobošíkové'];['467'];['1.96'];['38'];['-'];['68'];['NO'];0
Kyzlíková Radka;[2010];['Věci veřejné'];['2244'];['2.53'];['18'];['15'];['44'];['NO'];0
Lachčinová Petra;[2010];['SOS - Liberecký zastupitel'];['853'];['1.96'];['32'];['-'];['33'];['NO'];0
Lajksnerová Zora ;[2010, 2018];['Změna pro Liberec', 'Změna pro Liberec'];['5608', '3784'];['2.23', '2.39'];['36', '35'];['26', '29'];['41', '49'];['NO', 'NO'];1
Lantelme-Faisan Věra  ;[2010];['SOS - Liberecký zastupitel'];['840'];['1.93'];['36'];['-'];['38'];['NO'];1
Ledigová Jindra;[2010];['Suverenita-blok J.Bobošíkové'];['538'];['2.26'];['31'];['-'];['50'];['NO'];0
Lejsková Lucie;[2010];['Věci veřejné'];['2191'];['2.47'];['22'];['19'];['39'];['NO'];0
Levko Jarmila ;[2010, 2018];['Demokratická regionální strana', 'Starostové pro Liberecký kraj'];['2272', '10674'];['4.78', '2.79'];['1', '4'];['-', '4'];['41', '49'];['NO', 'YES'];1
Levý Vilém;[2010, 2018];['Strana Práv Občanů ZEMANOVCI', 'Komunistická str.Čech a Moravy'];['259', '900'];['2.77', '2.50'];['21', '23'];['-', '-'];['54', '62'];['NO', 'NO'];0
Liebscherová Venuše;[2010, 2014];['Česká str.sociálně demokrat.', 'Česká str.sociálně demokrat.'];['5290', '2589'];['2.58', '2.52'];['15', '18'];['8', '14'];['24', '28'];['NO', 'NO'];0
Livora Ondřej;[2010];['Věci veřejné'];['1834'];['2.07'];['37'];['34'];['34'];['NO'];0
Lukáš Pavel ;[2010];['SOS - Liberecký zastupitel'];['1109'];['2.54'];['9'];['-'];['36'];['NO'];1
Lukavec Jiří;[2010];['Suverenita-blok J.Bobošíkové'];['546'];['2.29'];['27'];['-'];['45'];['NO'];0
Mádr Tomáš;[2010, 2014, 2018];['Strana Práv Občanů ZEMANOVCI', 'Úsvit přímé demokracie', 'PRO 2016 s podporou Svobodných'];['249', '383', '1056'];['2.66', '2.64', '2.47'];['12', '10', '21'];['-', '-', '-'];['26', '30', '34'];['NO', 'NO', 'NO'];0
Macháček Vlastimil;[2010];['Liberec občanům'];['4071'];['2.49'];['18'];['12'];['55'];['NO'];0
Machálek Jaromír;[2010];['Strana Práv Občanů ZEMANOVCI'];['244'];['2.61'];['18'];['-'];['59'];['NO'];0
Machálková Marcela;[2010];['Strana Práv Občanů ZEMANOVCI'];['221'];['2.36'];['26'];['-'];['55'];['NO'];0
Machaň Oldřich  ;[2010, 2018];['Komunistická str.Čech a Moravy', 'Komunistická str.Čech a Moravy'];['2205', '950'];['2.61', '2.64'];['16', '12'];['13', '-'];['64', '72'];['NO', 'NO'];1
Majzner Jan ;[2010, 2014];['SOS - Liberecký zastupitel', 'Strana Práv Občanů'];['1068', '67'];['2.45', '3.32'];['15', '29'];['-', '-'];['50', '54'];['NO', 'NO'];1
Malý Kamil;[2010, 2014];['Liberec občanům', 'Starostové pro Liberecký kraj'];['3764', '3831'];['2.30', '2.21'];['30', '36'];['24', '28'];['51', '55'];['NO', 'NO'];0
Marek Jan ;[2010, 2014, 2018];['Liberec občanům', 'Starostové pro Liberecký kraj', 'Starostové pro Liberecký kraj'];['3803', '4634', '10161'];['2.32', '2.67', '2.66'];['29', '7', '9'];['23', '8', '9'];['31', '35', '39'];['NO', 'YES', 'YES'];1
Martin Lukáš;[2010];['Česká str.sociálně demokrat.'];['5443'];['2.65'];['7'];['7'];['31'];['YES'];0
Matěnová Gabriela;[2010, 2014];['SOS - Liberecký zastupitel', 'Str.pro otevřenou společnost'];['1074', '157'];['2.46', '2.59'];['8', '17'];['-', '-'];['34', '38'];['NO', 'NO'];0
Matoušek Miloš ;[2010];['Liberec občanům'];['3094'];['1.89'];['38'];['32'];['49'];['NO'];1
Maupicová Helena ;[2010];['Liberec občanům'];['3787'];['2.31'];['28'];['22'];['42'];['NO'];1
Meier Zdeněk ;[2010, 2014, 2018];['Občanská demokratická strana', 'Občanská demokratická strana', 'Občanská demokratická strana'];['5442', '1356', '2061'];['2.52', '2.57', '2.06'];['29', '21', '39'];['21', '19', '35'];['41', '45', '49'];['NO', 'NO', 'NO'];1
Menzel Jan;[2010];['Suverenita-blok J.Bobošíkové'];['616'];['2.59'];['14'];['-'];['34'];['NO'];0
Michnová Marcela;[2010];['Strana Práv Občanů ZEMANOVCI'];['281'];['3.01'];['14'];['-'];['35'];['NO'];0
Milerová Jana;[2010];['Věci veřejné'];['2231'];['2.52'];['20'];['17'];['27'];['NO'];0
Mojžíš Miroslav;[2010];['Suverenita-blok J.Bobošíkové'];['612'];['2.57'];['16'];['-'];['59'];['NO'];0
Muchová Věra ;[2010];['Suverenita-blok J.Bobošíkové'];['784'];['3.30'];['7'];['-'];['63'];['NO'];1
Müllerová Eva ;[2010];['Změna pro Liberec'];['5782'];['2.30'];['34'];['24'];['26'];['NO'];1
Müllerová Jana ;[2010];['Liberec občanům'];['3910'];['2.39'];['20'];['14'];['58'];['NO'];1
Musil Jaroslav;[2010];['SOS - Liberecký zastupitel'];['1187'];['2.72'];['6'];['-'];['42'];['NO'];0
Nejedlý Petr ;[2010];['Demokratická regionální strana'];['838'];['1.76'];['38'];['-'];['39'];['NO'];1
Netušil Pavel;[2010];['Demokratická regionální strana'];['920'];['1.93'];['32'];['-'];['41'];['NO'];0
Netušilová Lenka;[2010];['Demokratická regionální strana'];['1013'];['2.13'];['21'];['-'];['38'];['NO'];0
Nosek Jakub;[2010];['Suverenita-blok J.Bobošíkové'];['634'];['2.66'];['10'];['-'];['24'];['NO'];0
Novák František;[2010];['Věci veřejné'];['2146'];['2.42'];['23'];['20'];['35'];['NO'];0
Nováková Miluše;[2010];['Suverenita-blok J.Bobošíkové'];['591'];['2.48'];['11'];['-'];['29'];['NO'];0
Novotný Gustav ;[2010];['SOS - Liberecký zastupitel'];['760'];['1.74'];['39'];['-'];['56'];['NO'];1
Novotný Ondřej ;[2010];['SOS - Liberecký zastupitel'];['1056'];['2.42'];['11'];['-'];['26'];['NO'];1
Nýdrle Jaroslav;[2010];['Strana Práv Občanů ZEMANOVCI'];['230'];['2.46'];['15'];['-'];['60'];['NO'];0
Nýdrle Zbyněk ;[2010];['Demokratická regionální strana'];['1235'];['2.60'];['25'];['-'];['54'];['NO'];1
Nýdrlová Jiřina;[2010];['Strana Práv Občanů ZEMANOVCI'];['219'];['2.34'];['19'];['-'];['60'];['NO'];0
Ouředník Vladimír;[2010, 2014];['Strana Práv Občanů ZEMANOVCI', 'Strana Práv Občanů'];['246', '85'];['2.63', '4.21'];['20', '4'];['-', '-'];['56', '60'];['NO', 'NO'];0
Oušková Alexandra;[2010];['Suverenita-blok J.Bobošíkové'];['782'];['3.29'];['2'];['-'];['55'];['NO'];0
Palán Lukáš;[2010];['Česká str.sociálně demokrat.'];['5330'];['2.60'];['22'];['15'];['34'];['NO'];0
Paleček Tomáš ;[2010];['Česká str.sociálně demokrat.'];['5243'];['2.55'];['23'];['16'];['44'];['NO'];1
Pažout Ladislav;[2010];['Demokratická regionální strana'];['1022'];['2.15'];['24'];['-'];['44'];['NO'];0
Pellone Gennaro;[2010];['Demokratická regionální strana'];['1112'];['2.34'];['16'];['-'];['42'];['NO'];0
Pešanová Mileva;[2010];['Občanská demokratická strana'];['5382'];['2.49'];['26'];['18'];['63'];['NO'];0
Pešek Jan;[2010];['Změna pro Liberec'];['5887'];['2.34'];['31'];['21'];['19'];['NO'];0
Peterková Jaroslava;[2010];['Suverenita-blok J.Bobošíkové'];['582'];['2.45'];['18'];['-'];['51'];['NO'];0
Petrement Martin;[2010];['Věci veřejné'];['2102'];['2.37'];['26'];['23'];['36'];['NO'];0
Petrovský Ondřej ;[2010, 2014, 2018];['Změna pro Liberec', 'Změna pro Liberec', 'Změna pro Liberec'];['7095', '7230', '4472'];['2.82', '2.72', '2.83'];['13', '7', '5'];['3', '7', '4'];['29', '33', '37'];['NO', 'YES', 'YES'];1
Petrů Michal ;[2010];['Občanská demokratická strana'];['4972'];['2.30'];['38'];['30'];['27'];['NO'];1
Pietschmann Dalibor ;[2010];['Unie pro sport a zdraví'];['2098'];['2.47'];['13'];['11'];['49'];['NO'];1
Pilnáček Josef ;[2010, 2014];['Změna pro Liberec', 'Změna pro Liberec'];['5424', '6757'];['2.15', '2.54'];['37', '18'];['27', '6'];['50', '54'];['NO', 'NO'];1
Pohanka Lukáš;[2010, 2018];['Liberec občanům', 'Starostové pro Liberecký kraj'];['5308', '11028'];['3.25', '2.88'];['4', '3'];['3', '1'];['32', '40'];['YES', 'YES'];0
Polák František;[2010];['Věci veřejné'];['2018'];['2.28'];['32'];['29'];['21'];['NO'];0
Polívková Lenka ;[2010, 2014];['Liberec občanům', 'Starostové pro Liberecký kraj'];['4142', '4617'];['2.53', '2.66'];['14', '9'];['8', '1'];['39', '43'];['NO', 'NO'];1
Polman Milan;[2010];['Demokratická regionální strana'];['1011'];['2.13'];['26'];['-'];['40'];['NO'];0
Pospíšilová Kočárková Eva ;[2010, 2014];['Liberec občanům', 'Starostové pro Liberecký kraj'];['4226', '4603'];['2.58', '2.66'];['19', '11'];['13', '3'];['32', '36'];['NO', 'NO'];1
Pourová Jitka;[2010, 2018];['Unie pro sport a zdraví', 'Unie pro sport a zdraví'];['1701', '1217'];['2.00', '2.40'];['32', '19'];['29', '-'];['43', '51'];['NO', 'NO'];0
Procházková Marie  ;[2010, 2014];['Změna pro Liberec', 'Změna pro Liberec'];['6170', '6555'];['2.45', '2.46'];['32', '30'];['22', '18'];['33', '37'];['NO', 'NO'];1
Proche Radek ;[2010];['Demokratická regionální strana'];['885'];['1.86'];['37'];['-'];['33'];['NO'];1
Průša Josef ;[2010];['Komunistická str.Čech a Moravy'];['2108'];['2.50'];['22'];['19'];['63'];['NO'];1
Příborská Margit;[2010];['Česká str.sociálně demokrat.'];['4914'];['2.39'];['33'];['26'];['83'];['NO'];0
Ragín Daniel;[2010, 2018];['Občanská demokratická strana', 'Občanská demokratická strana'];['5498', '2670'];['2.54', '2.68'];['20', '5'];['12', '3'];['25', '33'];['NO', 'NO'];0
