Ryšánek Jiří;[2002];['Česká str.sociálně demokrat.'];['3475'];['2.23'];['34'];['27'];['38'];['NO'];1
Řádek Jiří;[2002];['Volba pro město'];['1572'];['3.72'];['2'];['\xa0'];['39'];['NO'];1
Řehák Miloslav;[2002];['Hn.za harm.rozvoj obcí a měst'];['353'];['1.82'];['36'];['\xa0'];['40'];['NO'];1
Samek Miroslav;[2002];['NEZÁVISLÍ'];['2743'];['5.40'];['2'];['2'];['49'];['YES'];1
Samšiňák Přemysl;[2002, 2006, 2014];['Komunistická str.Čech a Moravy', 'Komunistická str.Čech a Moravy', 'Komunistická str.Čech a Moravy'];['2808', '2598', '1487'];['2.65', '2.62', '2.55'];['12', '10', '27'];['7', '7', '25'];['52', '56', '64'];['NO', 'NO', 'NO'];0
Sandleiter Kamil;[2002];['NEZÁVISLÍ'];['998'];['1.96'];['19'];['17'];['40'];['NO'];0
Sandleiterová Kateřina;[2002];['NEZÁVISLÍ'];['934'];['1.83'];['28'];['26'];['38'];['NO'];0
Sedláček Jiří;[2002];['Křesť.demokr.unie-Čs.str.lid.'];['1147'];['3.23'];['7'];['\xa0'];['44'];['NO'];0
Semusiová Libuše;[2002];['Strana občanského porozumění'];['83'];['2.46'];['19'];['\xa0'];['55'];['NO'];0
Schnirch Jaroslav;[2002];['Pravý Blok'];['390'];['13.56'];['1'];['\xa0'];['51'];['NO'];1
Schovánková Zdeňka;[2002, 2006];['Unie pro sport a zdraví', 'Unie pro sport a zdraví'];['1738', '2474'];['2.45', '2.41'];['21', '23'];['19', '20'];['46', '50'];['NO', 'NO'];0
Sidunová Lenka;[2002];['Volba pro město'];['860'];['2.03'];['37'];['\xa0'];['43'];['NO'];0
Skalický Vladimír;[2002];['Česká str.sociálně demokrat.'];['3556'];['2.29'];['33'];['26'];['56'];['NO'];0
Skramuský Jaroslav;[2002];['NEZÁVISLÍ'];['920'];['1.81'];['27'];['25'];['44'];['NO'];0
Slabý Libor;[2002];['Občanská demokratická strana'];['6784'];['2.48'];['28'];['15'];['35'];['NO'];1
Smrtková Miluše;[2002];['Naděje'];['213'];['2.35'];['17'];['\xa0'];['21'];['NO'];0
Sokolová Mária;[2002];['Hn.za harm.rozvoj obcí a měst'];['345'];['1.77'];['31'];['\xa0'];['72'];['NO'];0
Sopr Albert;[2002];['Naděje'];['211'];['2.33'];['13'];['\xa0'];['28'];['NO'];0
Stejskal Vít;[2002];['NEZÁVISLÍ'];['1584'];['3.11'];['8'];['6'];['54'];['NO'];0
Stolín Jiří;[2002, 2006];['Komunistická str.Čech a Moravy', 'Komunistická str.Čech a Moravy'];['2719', '2593'];['2.56', '2.62'];['22', '11'];['17', '8'];['53', '57'];['NO', 'NO'];0
Strnad Michal;[2002];['Naděje'];['235'];['2.59'];['8'];['\xa0'];['27'];['NO'];0
Strnad Václav;[2002];['Naděje'];['213'];['2.35'];['30'];['\xa0'];['57'];['NO'];1
Středa Ludvík;[2002];['Str.pro otevřenou společnost'];['2527'];['2.58'];['18'];['15'];['74'];['NO'];0
Sušický Ivo;[2002];['Občanská demokratická strana'];['6877'];['2.51'];['27'];['14'];['67'];['NO'];1
Svatošová Barbora;[2002, 2006, 2010, 2014, 2018];['Unie pro sport a zdraví', 'Unie pro sport a zdraví', 'Unie pro sport a zdraví', 'PRO Sport a Zdraví', 'Unie pro sport a zdraví'];['1819', '2565', '2305', '984', '1523'];['2.56', '2.50', '2.72', '2.82', '3.00'];['12', '14', '8', '9', '4'];['10', '11', '6', '-', '-'];['31', '35', '39', '43', '47'];['NO', 'NO', 'NO', 'NO', 'NO'];0
Svatý Roman;[2002];['NEZÁVISLÍ'];['814'];['1.60'];['36'];['34'];['40'];['NO'];0
Svědík Miroslav;[2002];['Unie pro sport a zdraví'];['1075'];['1.51'];['39'];['36'];['51'];['NO'];0
Svěžen Zdeněk;[2002];['Demokratická regionální strana'];['1401'];['2.32'];['12'];['10'];['47'];['NO'];0
Svoboda Antonín;[2002];['Komunistická str.Čech a Moravy'];['2828'];['2.67'];['8'];['3'];['42'];['NO'];1
Svoboda Josef;[2002];['Česká str.sociálně demokrat.'];['3732'];['2.40'];['30'];['23'];['60'];['NO'];1
Svoboda Kamil;[2002];['Křesť.demokr.unie-Čs.str.lid.'];['639'];['1.80'];['38'];['\xa0'];['23'];['NO'];0
Svoboda Marek;[2002];['Republikáni Miroslava Sládka'];['114'];['7.78'];['4'];['\xa0'];['28'];['NO'];0
Svobodová Kateřina;[2002];['Křesť.demokr.unie-Čs.str.lid.'];['836'];['2.35'];['24'];['\xa0'];['25'];['NO'];1
Svobodová Petra;[2002];['Demokratická regionální strana'];['1130'];['1.87'];['33'];['30'];['27'];['NO'];0
Sysala Petr;[2002];['Strana občanského porozumění'];['119'];['3.53'];['7'];['\xa0'];['26'];['NO'];0
Šálek Victor Robert;[2002];['Křesť.demokr.unie-Čs.str.lid.'];['846'];['2.38'];['21'];['\xa0'];['60'];['NO'];1
Šámal Aleš;[2002, 2006, 2010];['Komunistická str.Čech a Moravy', 'Komunistická str.Čech a Moravy', 'Komunistická str.Čech a Moravy'];['2760', '2631', '2128'];['2.60', '2.65', '2.52'];['11', '7', '20'];['6', '4', '17'];['49', '53', '57'];['NO', 'NO', 'NO'];0
Šámal Jaroslav;[2002];['Hn.za harm.rozvoj obcí a měst'];['408'];['2.10'];['15'];['\xa0'];['51'];['NO'];0
Šaral Karel;[2002];['Občanská demokratická strana'];['6756'];['2.47'];['26'];['13'];['71'];['NO'];1
Šaštinský Igor;[2002];['Naděje'];['161'];['1.78'];['32'];['\xa0'];['46'];['NO'];0
Šeba František;[2002];['Komunistická str.Čech a Moravy'];['2803'];['2.64'];['18'];['13'];['25'];['NO'];0
Šebek Jiří;[2002];['Strana svobodných severu'];['93'];['2.63'];['15'];['\xa0'];['40'];['NO'];0
Šedivý Alexandr;[2002, 2006, 2010, 2014, 2018];['Komunistická str.Čech a Moravy', 'Komunistická str.Čech a Moravy', 'Komunistická str.Čech a Moravy', 'Komunistická str.Čech a Moravy', 'Komunistická str.Čech a Moravy'];['2741', '2549', '2173', '1523', '958'];['2.58', '2.57', '2.58', '2.61', '2.66'];['15', '16', '14', '10', '6'];['10', '13', '11', '8', '-'];['39', '43', '47', '51', '55'];['NO', 'NO', 'NO', 'NO', 'NO'];0
Šilhán Jaroslav;[2002];['Strana svobodných severu'];['124'];['3.51'];['7'];['\xa0'];['38'];['NO'];1
Šimáčková Edita;[2002, 2006];['Volba pro město', 'SOS pro Liberec'];['1555', '5887'];['3.68', '2.48'];['5', '30'];['\xa0', '20'];['62', '66'];['NO', 'NO'];0
Šimon Jan;[2002];['Hn.za harm.rozvoj obcí a měst'];['381'];['1.96'];['24'];['\xa0'];['62'];['NO'];0
Šínová Dana;[2002];['Komunistická str.Čech a Moravy'];['2836'];['2.67'];['9'];['4'];['58'];['NO'];1
Šír Milan;[2002, 2006, 2010, 2018];['Česká str.sociálně demokrat.', 'Česká str.sociálně demokrat.', 'Česká str.sociálně demokrat.', 'Česká str.sociálně demokrat.'];['4828', '4712', '5736', '734'];['3.10', '2.91', '2.79', '2.91'];['3', '2', '3', '5'];['2', '1', '3', '-'];['45', '49', '53', '61'];['YES', 'YES', 'YES', 'NO'];0
Šír Milan;[2002, 2010];['Česká str.sociálně demokrat.', 'Česká str.sociálně demokrat.'];['4064', '4613'];['2.61', '2.25'];['17', '38'];['10', '31'];['20', '28'];['NO', 'NO'];0
Škodová Jarmila;[2002];['NEZÁVISLÍ'];['779'];['1.53'];['37'];['35'];['37'];['NO'];0
Škodová Zorka;[2002];['Volba pro město'];['942'];['2.23'];['23'];['\xa0'];['45'];['NO'];0
Šlechtová Andrea;[2002];['Str.pro otevřenou společnost'];['2361'];['2.41'];['28'];['24'];['32'];['NO'];1
Šlosar Jindřich;[2002];['Česká str.sociálně demokrat.'];['3769'];['2.42'];['28'];['21'];['60'];['NO'];1
Šolcová Jana;[2002];['Str.pro otevřenou společnost'];['1746'];['1.78'];['39'];['35'];['64'];['NO'];0
Šoltová Danuše;[2002];['Strana svobodných severu'];['76'];['2.15'];['10'];['\xa0'];['49'];['NO'];0
Šourek Petr;[2002];['Křesť.demokr.unie-Čs.str.lid.'];['913'];['2.57'];['13'];['\xa0'];['57'];['NO'];1
Špidlen Emil;[2002, 2006];['Unie pro sport a zdraví', 'Unie pro sport a zdraví'];['1501', '2121'];['2.11', '2.07'];['24', '33'];['22', '30'];['66', '70'];['NO', 'NO'];0
Šprdlíková Andrea;[2002];['Naděje'];['336'];['3.71'];['6'];['\xa0'];['25'];['NO'];0
Špringer Zbyněk;[2002];['Hn.za harm.rozvoj obcí a měst'];['373'];['1.92'];['27'];['\xa0'];['63'];['NO'];0
Šramotová Martina;[2002];['Křesť.demokr.unie-Čs.str.lid.'];['792'];['2.23'];['28'];['\xa0'];['35'];['NO'];0
Šrollová Lenka;[2002];['Volba pro město'];['1072'];['2.53'];['29'];['\xa0'];['49'];['NO'];1
Štajner Petr;[2002];['Volba pro město'];['1053'];['2.49'];['22'];['\xa0'];['46'];['NO'];0
Štanclová Renata;[2002];['Demokratická regionální strana'];['1084'];['1.79'];['36'];['33'];['23'];['NO'];0
Šťovíček Pavel;[2002];['Křesť.demokr.unie-Čs.str.lid.'];['850'];['2.39'];['16'];['\xa0'];['43'];['NO'];0
Šťovíčková Irena;[2002];['Strana svobodných severu'];['230'];['6.52'];['8'];['\xa0'];['36'];['NO'];0
Štrejl Adolf;[2002];['Volba pro město'];['910'];['2.15'];['30'];['\xa0'];['55'];['NO'];0
Štryncl Milan;[2002, 2006];['Unie pro sport a zdraví', 'Unie pro sport a zdraví'];['1599', '2315'];['2.25', '2.26'];['19', '18'];['17', '15'];['64', '68'];['NO', 'NO'];0
Šubrová Květuše;[2002];['Strana svobodných severu'];['59'];['1.67'];['18'];['\xa0'];['54'];['NO'];0
Šuma Josef;[2002];['Hn.za harm.rozvoj obcí a měst'];['596'];['3.07'];['6'];['\xa0'];['56'];['NO'];0
Tampier Hynek;[2002, 2006];['Občanská demokratická strana', 'Občanská demokratická strana'];['7561', '8581'];['2.76', '2.63'];['6', '14'];['7', '2'];['39', '43'];['YES', 'NO'];0
Tancošová Jana;[2002, 2010, 2018];['Komunistická str.Čech a Moravy', 'Komunistická str.Čech a Moravy', 'Komunistická str.Čech a Moravy'];['2622', '2054', '881'];['2.47', '2.44', '2.44'];['29', '28', '31'];['24', '25', '-'];['59', '67', '75'];['NO', 'NO', 'NO'];0
Technik Jan;[2002];['NEZÁVISLÍ'];['2583'];['5.08'];['3'];['2'];['54'];['NO'];1
Teplý Jiří;[2002];['Str.pro otevřenou společnost'];['2527'];['2.58'];['13'];['10'];['50'];['NO'];0
Tesař Ladislav;[2002];['Naděje'];['190'];['2.10'];['21'];['\xa0'];['28'];['NO'];0
Tížek Martin;[2002];['Křesť.demokr.unie-Čs.str.lid.'];['785'];['2.21'];['27'];['\xa0'];['42'];['NO'];1
Tomáš Bohdan;[2002];['Hn.za harm.rozvoj obcí a měst'];['1421'];['7.33'];['1'];['\xa0'];['59'];['NO'];1
Torák Martin;[2002];['Unie svobody-Demokratická unie'];['1400'];['2.59'];['9'];['10'];['25'];['NO'];0
Trejbalová Jindra;[2002];['Strana svobodných severu'];['78'];['2.21'];['21'];['\xa0'];['52'];['NO'];0
Trsová Eva;[2002];['Česká str.sociálně demokrat.'];['4548'];['2.92'];['5'];['4'];['39'];['YES'];1
Tučková Helena;[2002];['Pravý Blok'];['146'];['5.08'];['19'];['\xa0'];['41'];['NO'];0
Tůmová Anna;[2002];['Str.pro otevřenou společnost'];['2153'];['2.19'];['27'];['23'];['62'];['NO'];0
Tvrzník Pavel;[2002];['Volba pro město'];['1238'];['2.93'];['4'];['\xa0'];['39'];['NO'];1
Ullrich Jindřich;[2002, 2006, 2010, 2014];['Komunistická str.Čech a Moravy', 'Komunistická str.Čech a Moravy', 'Komunistická str.Čech a Moravy', 'Komunistická str.Čech a Moravy'];['2613', '2498', '1804', '1346'];['2.46', '2.52', '2.14', '2.30'];['30', '22', '39', '37'];['25', '19', '36', '35'];['55', '59', '63', '67'];['NO', 'NO', 'NO', 'NO'];0
Ullrich Milan;[2002];['Komunistická str.Čech a Moravy'];['2564'];['2.42'];['33'];['28'];['52'];['NO'];0
Ulmon Jan;[2002];['Strana občanského porozumění'];['112'];['3.32'];['13'];['\xa0'];['55'];['NO'];1
Ulvr Vítězslav;[2002];['NEZÁVISLÍ'];['1206'];['2.37'];['15'];['14'];['48'];['NO'];1
Urban Libor;[2002];['Česká str.sociálně demokrat.'];['3986'];['2.56'];['20'];['13'];['57'];['NO'];1
Urbánková Marie;[2002, 2006, 2010, 2014];['Komunistická str.Čech a Moravy', 'Komunistická str.Čech a Moravy', 'Komunistická str.Čech a Moravy', 'Komunistická str.Čech a Moravy'];['2637', '2472', '2092', '1434'];['2.48', '2.49', '2.48', '2.46'];['26', '26', '23', '31'];['21', '23', '20', '29'];['55', '59', '63', '67'];['NO', 'NO', 'NO', 'NO'];0
Urešová Hana;[2002];['Unie svobody-Demokratická unie'];['1648'];['3.05'];['12'];['4'];['49'];['NO'];1
Vacková Jana;[2002, 2006, 2010, 2014, 2018];['Unie pro sport a zdraví', 'Unie pro sport a zdraví', 'Unie pro sport a zdraví', 'PRO Sport a Zdraví', 'Unie pro sport a zdraví'];['2057', '2662', '1908', '775', '1141'];['2.90', '2.60', '2.25', '2.22', '2.25'];['5', '8', '18', '26', '24'];['7', '7', '15', '-', '-'];['45', '49', '53', '57', '61'];['NO', 'NO', 'NO', 'NO', 'NO'];0
Vacková Naděžda;[2002];['Křesť.demokr.unie-Čs.str.lid.'];['939'];['2.64'];['6'];['\xa0'];['31'];['NO'];1
Václavík David;[2002];['Str.pro otevřenou společnost'];['3488'];['3.56'];['4'];['3'];['27'];['YES'];1
Vajner Miloš;[2002];['Unie svobody-Demokratická unie'];['2934'];['5.43'];['1'];['1'];['50'];['YES'];1
Válek Stanislav;[2002];['Volba pro město'];['756'];['1.79'];['36'];['\xa0'];['56'];['NO'];0
Vančura Luboš;[2002];['Strana občanského porozumění'];['78'];['2.31'];['11'];['\xa0'];['42'];['NO'];0
Vančura Milan;[2002];['Česká str.sociálně demokrat.'];['3746'];['2.41'];['29'];['22'];['47'];['NO'];0
Váňová Ivona;[2002];['Křesť.demokr.unie-Čs.str.lid.'];['652'];['1.83'];['36'];['\xa0'];['28'];['NO'];0
Vašák Milan;[2002];['Unie svobody-Demokratická unie'];['1877'];['3.47'];['2'];['2'];['36'];['NO'];1
Vávra Marek;[2002, 2018];['Občanská demokratická strana', 'ANO 2011'];['6574', '7131'];['2.40', '2.80'];['31', '4'];['18', '4'];['27', '43'];['NO', 'YES'];0
Vávrová Monika;[2002];['Naděje'];['218'];['2.41'];['12'];['\xa0'];['22'];['NO'];0
Večerníková Dagmar;[2002];['Pravý Blok'];['209'];['7.27'];['3'];['\xa0'];['52'];['NO'];0
Vegnerová Petra;[2002];['NEZÁVISLÍ'];['1177'];['2.31'];['7'];['9'];['31'];['NO'];0
Velechovská Jana;[2002, 2006];['Str.pro otevřenou společnost', 'NEZ.DEMOKRATÉ(předs.V.Železný)'];['2076', '136'];['2.12', '7.05'];['30', '6'];['26', '-'];['60', '64'];['NO', 'NO'];0
Veselka Jiří;[2002];['Unie pro sport a zdraví'];['3093'];['4.36'];['1'];['2'];['43'];['YES'];1
Vimr Jaroslav;[2002];['NEZÁVISLÍ'];['1104'];['2.17'];['22'];['20'];['49'];['NO'];1
Vítek Ludvík;[2002];['Republikáni Miroslava Sládka'];['99'];['6.75'];['8'];['\xa0'];['65'];['NO'];0
Vladař Zdeněk;[2002];['Křesť.demokr.unie-Čs.str.lid.'];['718'];['2.02'];['35'];['\xa0'];['39'];['NO'];0
Vlach Jiří;[2002];['Demokratická regionální strana'];['1136'];['1.88'];['32'];['29'];['46'];['NO'];0
Vlasová Lenka;[2002];['NEZÁVISLÍ'];['845'];['1.66'];['33'];['31'];['25'];['NO'];0
Vohlídalová Věra;[2002];['Volba pro město'];['1852'];['4.38'];['15'];['\xa0'];['60'];['NO'];1
Vojáčková Radka;[2002, 2006, 2010];['Str.pro otevřenou společnost', 'SOS pro Liberec', 'Demokratická regionální strana'];['2354', '5612', '1389'];['2.40', '2.36', '2.92'];['19', '35', '9'];['16', '25', '-'];['29', '33', '37'];['NO', 'NO', 'NO'];0
Vojta Karel;[2002];['Unie pro sport a zdraví'];['1186'];['1.67'];['37'];['34'];['56'];['NO'];0
Vojtíšek Vladimír;[2002];['Občanská demokratická strana'];['7154'];['2.61'];['20'];['7'];['43'];['NO'];1
Vokounová Václava;[2002];['Demokratická regionální strana'];['1952'];['3.24'];['3'];['3'];['56'];['NO'];1
Voldřich Milan;[2002];['Komunistická str.Čech a Moravy'];['2808'];['2.65'];['10'];['5'];['48'];['NO'];0
Volejník Petr;[2002];['Pravý Blok'];['125'];['4.34'];['18'];['\xa0'];['51'];['NO'];1
Volejníková Eva;[2002];['Pravý Blok'];['123'];['4.27'];['17'];['\xa0'];['50'];['NO'];1
Volek Jindřich;[2002];['Volba pro město'];['975'];['2.31'];['8'];['\xa0'];['61'];['NO'];1
Volek Vladimír;[2002];['NEZÁVISLÍ'];['1124'];['2.21'];['12'];['11'];['47'];['NO'];1
Vondruška Josef;[2002];['Komunistická str.Čech a Moravy'];['3251'];['3.06'];['1'];['2'];['54'];['YES'];1
Vorlíčková Marcela;[2002];['Volba pro město'];['890'];['2.10'];['13'];['\xa0'];['53'];['NO'];0
Votrubec Milan;[2002];['Unie svobody-Demokratická unie'];['1308'];['2.42'];['19'];['17'];['29'];['NO'];0
Vrána Václav;[2002];['Unie svobody-Demokratická unie'];['1694'];['3.13'];['7'];['3'];['59'];['NO'];0
Vyhlídko Luboš;[2002];['Strana svobodných severu'];['114'];['3.23'];['12'];['\xa0'];['50'];['NO'];0
Vykoukal Jaroslav;[2002];['Unie pro sport a zdraví'];['1688'];['2.38'];['20'];['18'];['37'];['NO'];1
Vyskočil Jiří;[2002];['Unie svobody-Demokratická unie'];['1051'];['1.94'];['35'];['33'];['26'];['NO'];0
Wagnerová Václava;[2002, 2010];['Občanská demokratická strana', 'Občanská demokratická strana'];['6877', '5254'];['2.51', '2.43'];['24', '31'];['11', '23'];['51', '59'];['NO', 'NO'];0
Weinlichová Martina;[2002];['NEZÁVISLÍ'];['917'];['1.80'];['29'];['27'];['31'];['NO'];0
Winter Josef;[2002];['Str.pro otevřenou společnost'];['2394'];['2.44'];['11'];['8'];['67'];['NO'];1
Zábranská Marie;[2002];['Komunistická str.Čech a Moravy'];['2650'];['2.50'];['24'];['19'];['58'];['NO'];0
Zahradníček Pavel;[2002];['Strana svobodných severu'];['452'];['12.81'];['1'];['\xa0'];['49'];['NO'];1
Zámečník Jaroslav;[2002];['Občanská demokratická strana'];['6620'];['2.42'];['34'];['21'];['36'];['NO'];1
Zástěra Svatopluk;[2002];['Volba pro město'];['1155'];['2.73'];['14'];['\xa0'];['54'];['NO'];1
Zelenka Milan;[2002];['Pravý Blok'];['325'];['11.30'];['8'];['\xa0'];['37'];['NO'];1
Zelinková Ludmila;[2002, 2006, 2010, 2014, 2018];['Komunistická str.Čech a Moravy', 'Komunistická str.Čech a Moravy', 'Komunistická str.Čech a Moravy', 'Komunistická str.Čech a Moravy', 'Komunistická str.Čech a Moravy'];['2829', '2545', '2210', '1526', '929'];['2.67', '2.57', '2.62', '2.61', '2.58'];['6', '14', '8', '9', '14'];['1', '11', '5', '7', '-'];['55', '59', '63', '67', '71'];['NO', 'NO', 'NO', 'NO', 'NO'];0
Zeronik Jiří;[2002, 2006];['Občanská demokratická strana', 'Občanská demokratická strana'];['7160', '8458'];['2.62', '2.59'];['13', '18'];['13', '6'];['26', '30'];['YES', 'NO'];0
Zikmund Jiří;[2002];['Hn.za harm.rozvoj obcí a měst'];['354'];['1.82'];['30'];['\xa0'];['80'];['NO'];0
Zítek Martin;[2002];['Strana svobodných severu'];['566'];['16.04'];['2'];['\xa0'];['39'];['NO'];1
Zmatlík Libor;[2002];['Naděje'];['676'];['7.47'];['1'];['\xa0'];['27'];['NO'];1
Zwiener Rudolf;[2002, 2006];['Česká str.sociálně demokrat.', 'Česká str.sociálně demokrat.'];['3313', '3335'];['2.13', '2.06'];['36', '39'];['29', '33'];['56', '60'];['NO', 'NO'];0
Žáček Josef;[2002];['Unie svobody-Demokratická unie'];['1147'];['2.12'];['31'];['29'];['25'];['NO'];0
Žďánský Patrik;[2002];['Hn.za harm.rozvoj obcí a měst'];['579'];['2.98'];['12'];['\xa0'];['32'];['NO'];1
Želonka Roman;[2002];['Hn.za harm.rozvoj obcí a měst'];['346'];['1.78'];['32'];['\xa0'];['26'];['NO'];0
Žižka Petr;[2002];['Hn.za harm.rozvoj obcí a měst'];['347'];['1.78'];['35'];['\xa0'];['23'];['NO'];0
Žlábek Jaromír;[2002];['Strana občanského porozumění'];['249'];['7.38'];['3'];['\xa0'];['47'];['NO'];0
Absolonová Kateřina ;[2006, 2010, 2014, 2018];['Strana zelených', 'Změna pro Liberec', 'Změna pro Liberec', 'Změna pro Liberec'];['4116', '8467', '7449', '4332'];['3.21', '3.37', '2.80', '2.74'];['5', '2', '6', '10'];['4', '2', '6', '4'];['40', '44', '48', '52'];['YES', 'YES', 'YES', 'NO'];1
Bahníková Štefania ;[2006, 2010, 2014];['Unie pro sport a zdraví', 'Unie pro sport a zdraví', 'PRO Sport a Zdraví'];['2739', '2038', '697'];['2.67', '2.40', '2.00'];['7', '25', '38'];['6', '22', '-'];['53', '57', '61'];['NO', 'NO', 'NO'];1
Becker Ladislav;[2006];['SOS pro Liberec'];['6157'];['2.59'];['11'];['2'];['52'];['NO'];0
Benc Ivo;[2006];['SNK ED a nezávislí společně'];['1511'];['2.09'];['34'];['32'];['42'];['NO'];0
Beránek Stanislav ;[2006, 2010];['SOS pro Liberec', 'SOS - Liberecký zastupitel'];['5916', '1021'];['2.49', '2.34'];['26', '17'];['16', '-'];['48', '52'];['NO', 'NO'];1
Bergl Václav;[2006];['Strana zelených'];['2584'];['2.01'];['37'];['33'];['60'];['NO'];0
Bernát Pavel ;[2006, 2010];['Občanská demokratická strana', 'Občanská demokratická strana'];['8697', '5766'];['2.66', '2.67'];['4', '8'];['4', '8'];['45', '49'];['YES', 'YES'];1
Bernkopf Tomáš ;[2006];['Koruna Česká (monarch.strana)'];['227'];['29.25'];['3'];['-'];['47'];['NO'];1
Bobvošová Lenka ;[2006];['SOS pro Liberec'];['5954'];['2.51'];['32'];['22'];['44'];['NO'];1
Boris Miroslav;[2006];['SNK ED a nezávislí společně'];['1649'];['2.28'];['25'];['23'];['50'];['NO'];0
Bubník Oldřich ;[2006, 2010];['Komunistická str.Čech a Moravy', 'Komunistická str.Čech a Moravy'];['2501', '2165'];['2.52', '2.57'];['27', '15'];['24', '12'];['66', '70'];['NO', 'NO'];1
Bydžovský Marek ;[2006, 2010, 2014];['Unie pro sport a zdraví', 'Unie pro sport a zdraví', 'PRO Sport a Zdraví'];['2640', '2680', '1158'];['2.58', '3.16', '3.32'];['29', '17', '25'];['26', '2', '-'];['38', '42', '46'];['NO', 'NO', 'NO'];1
Cvrček Stanislav ;[2006, 2010, 2014, 2018];['Unie pro sport a zdraví', 'Unie pro sport a zdraví', 'PRO Sport a Zdraví', 'Unie pro sport a zdraví'];['3289', '2069', '1147', '1368'];['3.21', '2.44', '3.29', '2.70'];['3', '26', '12', '17'];['3', '23', '-', '-'];['52', '56', '60', '64'];['NO', 'NO', 'NO', 'NO'];1
Čech Pavel ;[2006, 2010];['SNK ED a nezávislí společně', 'Věci veřejné'];['1808', '2353'];['2.50', '2.66'];['19', '11'];['17', '8'];['63', '67'];['NO', 'NO'];1
Čechová Zdeňka;[2006];['SNK ED a nezávislí společně'];['1632'];['2.26'];['24'];['22'];['67'];['NO'];0
Čermáková Soňa ;[2006];['Občanská demokratická strana'];['8171'];['2.50'];['30'];['18'];['53'];['NO'];1
Černý Pavel;[2006];['SNK ED a nezávislí společně'];['1318'];['1.82'];['39'];['37'];['19'];['NO'];0
Černý Petr;[2006];['SNK ED a nezávislí společně'];['2329'];['3.22'];['4'];['3'];['32'];['NO'];0
Červinka Ondřej ;[2006, 2010, 2014];['Občanská demokratická strana', 'Občanská demokratická strana', 'Občanská demokratická strana'];['8763', '5881', '1762'];['2.68', '2.72', '3.34'];['2', '5', '1'];['2', '5', '1'];['29', '33', '37'];['YES', 'YES', 'YES'];1
Čtvrtečka Richard ;[2006];['Strana zelených'];['3555'];['2.77'];['14'];['10'];['42'];['NO'];1
Čurdová Lenka ;[2006];['Česká str.sociálně demokrat.'];['4369'];['2.70'];['11'];['5'];['37'];['NO'];1
Čvančara Alois ;[2006, 2010];['Unie pro sport a zdraví', 'Demokratická regionální strana'];['3575', '2224'];['3.49', '4.68'];['5', '10'];['1', '-'];['61', '65'];['NO', 'NO'];1
Daňo Jan;[2006];['Strana zelených'];['3063'];['2.39'];['20'];['16'];['50'];['NO'];0
Dobreva Zlatuše;[2006];['Strana zelených'];['2648'];['2.06'];['36'];['32'];['35'];['NO'];0
Doubnerová Jitka ;[2006, 2010];['Strana zelených', 'Změna pro Liberec'];['3203', '6286'];['2.50', '2.50'];['21', '22'];['17', '12'];['43', '47'];['NO', 'NO'];1
Drda Jiří ;[2006];['Občanská demokratická strana'];['8454'];['2.59'];['24'];['12'];['59'];['NO'];1
Drobný Michal;[2006];['Česká str.sociálně demokrat.'];['4126'];['2.55'];['20'];['14'];['36'];['NO'];0
Dzan Ladislav ;[2006, 2010, 2014];['Unie pro sport a zdraví', 'Unie pro sport a zdraví', 'PRO Sport a Zdraví'];['3162', '3771', '1698'];['3.09', '4.45', '4.87'];['10', '2', '1'];['5', '2', '-'];['41', '45', '49'];['NO', 'YES', 'NO'];1
Dzanová Andrea ;[2006, 2010];['SOS pro Liberec', 'Změna pro Liberec'];['6409', '7473'];['2.70', '2.97'];['24', '8'];['14', '6'];['36', '40'];['NO', 'YES'];1
Elstnerová Zdeňka;[2006];['Česká str.sociálně demokrat.'];['3912'];['2.42'];['31'];['25'];['45'];['NO'];0
Faistauer Petr ;[2006];['SNK ED a nezávislí společně'];['2312'];['3.20'];['3'];['4'];['42'];['NO'];1
Fialová Daniela ;[2006, 2010];['Strana zelených', 'Změna pro Liberec'];['3472', '6560'];['2.71', '2.61'];['11', '12'];['7', '2'];['28', '32'];['NO', 'NO'];1
Fialová Gabriela ;[2006];['Strana zelených'];['3258'];['2.54'];['17'];['13'];['32'];['NO'];1
Fikejs Ivo;[2006];['SNK ED a nezávislí společně'];['1578'];['2.18'];['31'];['29'];['29'];['NO'];0
Flesnerová Lenka;[2006];['NEZ.DEMOKRATÉ(předs.V.Železný)'];['229'];['11.87'];['7'];['-'];['48'];['NO'];0
Floumová Radmila;[2006, 2010, 2014];['Komunistická str.Čech a Moravy', 'Komunistická str.Čech a Moravy', 'Komunistická str.Čech a Moravy'];['2438', '1999', '1378'];['2.46', '2.37', '2.36'];['32', '33', '35'];['29', '30', '33'];['60', '64', '68'];['NO', 'NO', 'NO'];0
Frydrych Jan ;[2006];['Koruna Česká (monarch.strana)'];['147'];['18.94'];['1'];['-'];['63'];['NO'];1
Fulková Andrea ;[2006];['Česká str.sociálně demokrat.'];['3866'];['2.39'];['34'];['28'];['27'];['NO'];1
Halamová Lenka;[2006, 2010, 2014];['SOS pro Liberec', 'SOS - Liberecký zastupitel', 'Str.pro otevřenou společnost'];['6482', '1838', '331'];['2.73', '4.22', '5.47'];['7', '3', '2'];['8', '-', '-'];['47', '51', '55'];['YES', 'NO', 'NO'];0
